id,species,block,inoculant,year,week,month,day,height,length,width,insect.damage,measured.leaf.damaged,mortality,flowering,rosette,number.individuals.in.pot,notes,leafarea,w1,w2,w3,w4,w5,numObs,inoc2
Green-A-Cp-01,corpub,A,Young,2019,1,6,26,20.1,8.3,5.7,NA,NA,A,N,N,1,misshappen leaves,47.31,1,1,0,1,1,4,Res
Green-A-Cp-02,corpub,A,Young,2019,1,6,26,21.9,9,3.6,NA,NA,E,N,N,0,NA,32.4,1,1,1,1,1,5,Res
Green-A-Cp-03,corpub,A,Young,2019,1,6,26,11.1,6.4,1.6,HEAVY,NA,A,N,N,1,"Inst/insect dmg, all leaves",10.24,1,0,1,1,1,4,Res
Green-A-Cp-04,corpub,A,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,0,3,Res
Green-A-Cp-05,corpub,A,Young,2019,1,6,26,7.1,5.2,2,INTERMEDIATE,NA,A,N,N,2,"2 seedlings, 1 w/ inst dmg",10.4,1,1,1,0,1,4,Res
Green-A-Gv-01,geuvir,A,Young,2019,1,6,26,1,11,5.7,NA,NA,A,N,N,1,NA,62.7,1,1,1,1,1,5,Res
Green-A-Gv-02,geuvir,A,Young,2019,1,6,26,1.5,12.9,5.5,NA,NA,A,N,N,1,NA,70.95,1,1,1,1,1,5,Res
Green-A-Gv-03,geuvir,A,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,1,1,1,3,Res
Green-A-Gv-04,geuvir,A,Young,2019,1,6,26,1,10.6,5.2,NA,NA,E,N,N,0,NA,55.12,1,1,1,0,1,4,Res
Green-A-Gv-05,geuvir,A,Young,2019,1,6,26,1,11.4,5.7,NA,NA,E,N,N,0,NA,64.98,1,1,0,1,0,3,Res
Green-A-Sa-01,solarg,A,Young,2019,1,6,26,1,13.2,3.9,NA,NA,A,N,N,1,NA,51.48,1,1,1,1,1,5,Res
Green-A-Sa-02,solarg,A,Young,2019,1,6,26,1,12.5,3.7,NA,NA,A,N,N,1,Yellowing of some leaves,46.25,1,1,1,1,1,5,Res
Green-A-Sa-03,solarg,A,Young,2019,1,6,26,1,9.9,3.5,NA,NA,E,N,N,0,Yellowing of some leaves,34.65,1,0,1,1,0,3,Res
Green-A-Sa-04,solarg,A,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,0,0,1,2,Res
Green-A-Sa-05,solarg,A,Young,2019,1,6,26,26.2,10.8,3.7,NA,NA,E,N,N,0,NA,39.96,1,1,1,1,1,5,Res
Green-A-Sc-01,solcae,A,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,To small to measure,NA,0,0,1,0,1,2,Res
Green-A-Sc-02,solcae,A,Young,2019,1,6,26,12.7,9.3,3.1,NA,NA,E,N,N,0,NA,28.83,1,1,1,1,1,5,Res
Green-A-Sc-03,solcae,A,Young,2019,1,6,26,27.5,9.7,2.9,NA,NA,A,N,N,1,NA,28.13,1,1,0,1,1,4,Res
Green-A-Sc-04,solcae,A,Young,2019,1,6,26,1,2.7,1,NA,NA,A,N,N,1,NA,2.7,1,1,1,1,1,5,Res
Green-A-Sc-05,solcae,A,Young,2019,1,6,26,15.2,10.1,3.7,NA,NA,A,N,N,1,NA,37.37,1,1,1,1,0,4,Res
Green-B-Cp-01,corpub,B,Young,2019,1,6,26,15.6,10.1,3.7,NA,NA,A,N,N,1,NA,37.37,1,1,1,1,1,5,Res
Green-B-Cp-02,corpub,B,Young,2019,1,6,26,16.4,8.2,3.5,NA,NA,E,N,N,0,NA,28.7,1,1,0,1,1,4,Res
Green-B-Cp-03,corpub,B,Young,2019,1,6,26,20,8.4,3.2,HEAVY,NA,A,N,N,1,"Heavy inst dmg, all leaves",26.88,1,1,1,1,1,5,Res
Green-B-Cp-04,corpub,B,Young,2019,1,6,26,15,8.1,3.2,NA,NA,A,N,N,1,NA,25.92,1,1,1,1,0,4,Res
Green-B-Cp-05,corpub,B,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,0,1,2,Res
Green-B-Gv-01,geuvir,B,Young,2019,1,6,26,1,11.1,5.9,NA,NA,A,N,N,1,NA,65.49,1,1,1,1,1,5,Res
Green-B-Gv-02,geuvir,B,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,0,1,2,Res
Green-B-Gv-03,geuvir,B,Young,2019,1,6,26,1,10.2,5.8,NA,NA,E,N,N,0,NA,59.16,1,1,1,1,1,5,Res
Green-B-Gv-04,geuvir,B,Young,2019,1,6,26,1,10.2,5.5,NA,NA,E,N,N,0,NA,56.1,1,1,0,1,0,3,Res
Green-B-Gv-05,geuvir,B,Young,2019,1,6,26,1,8,4.6,NA,NA,E,N,N,0,NA,36.8,1,1,1,1,1,5,Res
Green-B-Sa-01,solarg,B,Young,2019,1,6,26,1.4,14.6,4.1,NA,NA,A,N,N,1,NA,59.86,1,1,0,1,1,4,Res
Green-B-Sa-02,solarg,B,Young,2019,1,6,26,1,11.3,4.5,NA,NA,A,N,N,1,NA,50.85,1,1,1,1,0,4,Res
Green-B-Sa-03,solarg,B,Young,2019,1,6,26,1.7,15.1,3.9,NA,NA,A,N,N,1,NA,58.89,1,0,1,1,1,4,Res
Green-B-Sa-04,solarg,B,Young,2019,1,6,26,1,8.3,3.6,NA,NA,E,N,N,0,NA,29.88,1,1,1,1,1,5,Res
Green-B-Sa-05,solarg,B,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,1,0,1,3,Res
Green-B-Sc-01,solcae,B,Young,2019,1,6,26,2.3,6.4,2.1,NA,NA,E,N,N,0,NA,13.44,1,0,1,1,0,3,Res
Green-B-Sc-02,solcae,B,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,0,1,3,Res
Green-B-Sc-03,solcae,B,Young,2019,1,6,26,23.7,11.2,3.7,NA,NA,A,N,N,1,"Droopy, wilty",41.44,1,1,1,1,1,5,Res
Green-B-Sc-04,solcae,B,Young,2019,1,6,26,4.6,7.3,2.9,NA,NA,A,N,N,1,"Droopy, wilty",21.17,1,1,1,1,1,5,Res
Green-B-Sc-05,solcae,B,Young,2019,1,6,26,13.9,9,3.3,NA,NA,A,N,N,1,NA,29.7,1,1,0,1,1,4,Res
Green-C-Cp-01,corpub,C,Young,2019,1,6,26,25.4,10.2,3.5,NA,NA,A,N,N,1,NA,35.7,1,1,0,0,0,2,Res
Green-C-Cp-02,corpub,C,Young,2019,1,6,26,21.3,9.6,3.2,HEAVY,NA,A,N,N,1,"Inst/insect dmg, all leaves",30.72,1,1,1,1,1,5,Res
Green-C-Cp-03,corpub,C,Young,2019,1,6,26,24.2,6.1,4.3,HEAVY,NA,A,N,N,1,Heavy inst dmg,26.23,1,0,1,1,1,4,Res
Green-C-Cp-04,corpub,C,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-C-Cp-05,corpub,C,Young,2019,1,6,26,13.4,8.9,3.6,NA,NA,A,N,N,1,NA,32.04,1,1,1,1,1,5,Res
Green-C-Gv-01,geuvir,C,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,0,1,1,3,Res
Green-C-Gv-02,geuvir,C,Young,2019,1,6,26,1,12,6.3,NA,NA,A,N,N,1,NA,75.6,1,1,1,1,1,5,Res
Green-C-Gv-03,geuvir,C,Young,2019,1,6,26,1,14.5,6.7,NA,NA,E,N,N,0,NA,97.15,1,0,1,1,0,3,Res
Green-C-Gv-04,geuvir,C,Young,2019,1,6,26,1,12.9,6.5,NA,NA,A,N,N,1,NA,83.85,1,1,1,0,1,4,Res
Green-C-Gv-05,geuvir,C,Young,2019,1,6,26,1,11.3,5.7,NA,NA,E,N,N,0,NA,64.41,1,1,1,1,1,5,Res
Green-C-Sa-01,solarg,C,Young,2019,1,6,26,13.9,8.3,2.9,NA,NA,A,N,N,1,NA,24.07,1,1,1,1,1,5,Res
Green-C-Sa-02,solarg,C,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-C-Sa-03,solarg,C,Young,2019,1,6,26,14.9,14.9,4.9,NA,NA,E,N,N,0,NA,73.01,1,0,1,1,1,4,Res
Green-C-Sa-04,solarg,C,Young,2019,1,6,26,26.4,8.6,4,NA,NA,E,N,N,0,NA,34.4,1,1,1,0,0,3,Res
Green-C-Sa-05,solarg,C,Young,2019,1,6,26,1,9.7,2.8,NA,NA,E,N,N,0,NA,27.16,1,1,0,1,1,4,Res
Green-C-Sc-01,solcae,C,Young,2019,1,6,26,13.8,7.8,2.8,NA,NA,E,N,N,0,NA,21.84,1,1,1,1,1,5,Res
Green-C-Sc-02,solcae,C,Young,2019,1,6,26,10.8,7,2.1,NA,NA,A,N,N,1,"leaves misshappen, slight yellwoing,""scrunching""",14.7,1,1,1,0,0,3,Res
Green-C-Sc-03,solcae,C,Young,2019,1,6,26,14.9,9.6,3.2,NA,NA,A,N,N,1,NA,30.72,1,1,1,1,1,5,Res
Green-C-Sc-04,solcae,C,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-C-Sc-05,solcae,C,Young,2019,1,6,26,17.8,7.7,3.2,NA,NA,A,N,N,1,NA,24.64,1,0,0,1,1,3,Res
Green-D-Cp-01,corpub,D,Young,2019,1,6,26,17.2,10.2,4.6,NA,NA,E,N,N,0,NA,46.92,1,1,0,1,0,3,Res
Green-D-Cp-02,corpub,D,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,1,1,1,4,Res
Green-D-Cp-03,corpub,D,Young,2019,1,6,26,19.3,9,4.1,INTERMEDIATE,NA,A,N,N,1,Inst dmg,36.9,1,0,1,1,1,4,Res
Green-D-Cp-04,corpub,D,Young,2019,1,6,26,12.2,6.1,3.1,NA,NA,A,N,N,1,NA,18.91,1,1,1,1,1,5,Res
Green-D-Cp-05,corpub,D,Young,2019,1,6,26,16.2,7.8,2.8,INTERMEDIATE,NA,A,N,N,1,"Inst dmg, upper leaves; not temrinal",21.84,1,1,1,0,1,4,Res
Green-D-Gv-01,geuvir,D,Young,2019,1,6,26,1,15.3,7.3,NA,NA,A,N,N,1,NA,111.69,1,1,1,1,1,5,Res
Green-D-Gv-02,geuvir,D,Young,2019,1,6,26,1,12,6.6,NA,NA,A,N,N,1,NA,79.2,1,0,0,1,1,3,Res
Green-D-Gv-03,geuvir,D,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,0,1,3,Res
Green-D-Gv-04,geuvir,D,Young,2019,1,6,26,1,12.7,6.5,NA,NA,E,N,N,0,NA,82.55,1,1,1,1,1,5,Res
Green-D-Gv-05,geuvir,D,Young,2019,1,6,26,1,9.2,5.6,NA,NA,A,N,N,1,NA,51.52,1,1,1,1,0,4,Res
Green-D-Sa-01,solarg,D,Young,2019,1,6,26,1,10.4,3.4,NA,NA,A,N,N,1,NA,35.36,1,1,0,1,0,3,Res
Green-D-Sa-02,solarg,D,Young,2019,1,6,26,29.3,10.2,3.7,NA,NA,A,N,N,1,NA,37.74,1,1,1,1,1,5,Res
Green-D-Sa-03,solarg,D,Young,2019,1,6,26,15,14.2,4.8,NA,NA,E,N,N,0,NA,68.16,1,1,1,1,1,5,Res
Green-D-Sa-04,solarg,D,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,1,1,1,4,Res
Green-D-Sa-05,solarg,D,Young,2019,1,6,26,22.3,9.7,3.4,NA,NA,A,N,N,1,NA,32.98,1,0,1,0,1,3,Res
Green-D-Sc-01,solcae,D,Young,2019,1,6,26,12.2,8.2,3.2,NA,NA,E,N,N,0,NA,26.24,1,1,1,1,1,5,Res
Green-D-Sc-02,solcae,D,Young,2019,1,6,26,11.5,5.3,2.3,NA,NA,E,N,N,0,NA,12.19,1,1,1,0,0,3,Res
Green-D-Sc-03,solcae,D,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,0,1,1,2,Res
Green-D-Sc-04,solcae,D,Young,2019,1,6,26,5.8,6.9,2.4,NA,NA,A,N,N,1,NA,16.56,1,1,1,1,1,5,Res
Green-D-Sc-05,solcae,D,Young,2019,1,6,26,3.7,5.2,1.6,NA,NA,A,N,N,1,NA,8.32,1,1,1,1,1,5,Res
Green-E-Cp-01,corpub,E,Young,2019,1,6,26,19.6,7.5,2.2,NA,NA,A,N,N,1,NA,16.5,1,1,1,0,0,3,Res
Green-E-Cp-02,corpub,E,Young,2019,1,6,26,16.4,7.9,2.3,NA,NA,E,N,N,0,NA,18.17,1,1,0,1,1,4,Res
Green-E-Cp-03,corpub,E,Young,2019,1,6,26,16.7,8.4,3.7,NA,NA,A,N,N,1,NA,31.08,1,0,1,1,1,4,Res
Green-E-Cp-04,corpub,E,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-E-Cp-05,corpub,E,Young,2019,1,6,26,7.9,6.1,2.3,NA,NA,A,N,N,1,NA,14.03,1,1,1,1,1,5,Res
Green-E-Gv-01,geuvir,E,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-E-Gv-02,geuvir,E,Young,2019,1,6,26,1,12.4,6.3,NA,NA,A,N,N,1,NA,78.12,1,1,1,1,1,5,Res
Green-E-Gv-03,geuvir,E,Young,2019,1,6,26,1,11.5,5.8,NA,NA,E,N,N,0,NA,66.7,1,1,1,0,0,3,Res
Green-E-Gv-04,geuvir,E,Young,2019,1,6,26,1,10.8,5.4,NA,NA,E,N,N,0,NA,58.32,1,0,1,1,1,4,Res
Green-E-Gv-05,geuvir,E,Young,2019,1,6,26,1,12,5.8,NA,NA,A,N,N,1,NA,69.6,1,1,0,1,1,4,Res
Green-E-Sa-01,solarg,E,Young,2019,1,6,26,23.6,10.1,3.9,NA,NA,A,N,N,1,NA,39.39,1,1,1,0,1,4,Res
Green-E-Sa-02,solarg,E,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Green-E-Sa-03,solarg,E,Young,2019,1,6,26,1.5,14.7,5,NA,NA,A,N,N,1,NA,73.5,1,1,0,1,1,4,Res
Green-E-Sa-04,solarg,E,Young,2019,1,6,26,1,15.4,5.5,NA,NA,E,N,N,0,NA,84.7,1,1,1,1,0,4,Res
Green-E-Sa-05,solarg,E,Young,2019,1,6,26,1,5.3,1.9,NA,NA,E,N,N,0,NA,10.07,1,1,1,1,1,5,Res
Green-E-Sc-01,solcae,E,Young,2019,1,6,26,5.3,7.9,2.6,NA,NA,A,N,N,1,NA,20.54,1,0,0,1,1,3,Res
Green-E-Sc-02,solcae,E,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,1,1,1,4,Res
Green-E-Sc-03,solcae,E,Young,2019,1,6,26,6.6,6.1,2,NA,NA,A,N,N,1,NA,12.2,1,1,1,1,1,5,Res
Green-E-Sc-04,solcae,E,Young,2019,1,6,26,12.2,7.3,2.3,NA,NA,A,N,N,1,NA,16.79,1,1,1,1,0,4,Res
Green-E-Sc-05,solcae,E,Young,2019,1,6,26,1.2,4.9,1.8,NA,NA,A,N,N,1,NA,8.82,1,1,1,0,1,4,Res
Green-F-Cp-01,corpub,F,Young,2019,1,6,26,21.4,10.7,4.4,NA,NA,E,N,N,0,NA,47.08,1,1,1,1,1,5,Res
Green-F-Cp-02,corpub,F,Young,2019,1,6,26,18.2,10.3,3.6,NA,NA,E,N,N,0,NA,37.08,1,1,1,1,0,4,Res
Green-F-Cp-03,corpub,F,Young,2019,1,6,26,26.2,10.5,4.2,NA,NA,A,N,N,1,NA,44.1,1,1,1,0,1,4,Res
Green-F-Cp-04,corpub,F,Young,2019,1,6,26,17.3,7.7,3.1,NA,NA,A,N,N,1,NA,23.87,1,1,0,1,1,4,Res
Green-F-Cp-05,corpub,F,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Green-F-Gv-01,geuvir,F,Young,2019,1,6,26,1.3,9.4,5.1,NA,NA,A,N,N,1,NA,47.94,1,1,1,0,1,4,Res
Green-F-Gv-02,geuvir,F,Young,2019,1,6,26,1.7,13.6,7.8,NA,NA,A,N,N,1,NA,106.08,1,1,1,1,1,5,Res
Green-F-Gv-03,geuvir,F,Young,2019,1,6,26,1.4,12.5,5.6,NA,NA,A,N,N,1,NA,70,1,1,1,1,1,5,Res
Green-F-Gv-04,geuvir,F,Young,2019,1,6,26,1.1,11,5.1,NA,NA,E,N,N,0,NA,56.1,1,0,1,1,1,4,Res
Green-F-Gv-05,geuvir,F,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,0,1,0,2,Res
Green-F-Sa-01,solarg,F,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-F-Sa-02,solarg,F,Young,2019,1,6,26,14.1,7.6,2.8,NA,NA,A,N,N,1,NA,21.28,1,1,1,1,1,5,Res
Green-F-Sa-03,solarg,F,Young,2019,1,6,26,1,8.8,3.2,NA,NA,E,N,N,0,NA,28.16,1,0,1,1,1,4,Res
Green-F-Sa-04,solarg,F,Young,2019,1,6,26,1,8.2,2.8,NA,NA,E,N,N,0,NA,22.96,1,1,0,0,0,2,Res
Green-F-Sa-05,solarg,F,Young,2019,1,6,26,1,8.8,2.8,NA,NA,A,N,N,1,NA,24.64,1,1,1,1,1,5,Res
Green-F-Sc-01,solcae,F,Young,2019,1,6,26,17,6.9,2.6,NA,NA,E,N,N,0,NA,17.94,1,1,1,1,1,5,Res
Green-F-Sc-02,solcae,F,Young,2019,1,6,26,2.9,5.1,2.2,NA,NA,A,N,N,1,NA,11.22,1,1,1,0,1,4,Res
Green-F-Sc-03,solcae,F,Young,2019,1,6,26,3.5,4.1,2.4,NA,NA,A,N,N,1,NA,9.84,1,1,0,1,1,4,Res
Green-F-Sc-04,solcae,F,Young,2019,1,6,26,1,3.4,1.6,NA,NA,A,N,N,1,NA,5.44,1,1,1,1,0,4,Res
Green-F-Sc-05,solcae,F,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Green-G-Cp-01,corpub,G,Young,2019,1,6,26,6.5,7.4,2.9,NA,NA,A,N,N,1,NA,21.46,1,1,1,1,1,5,Res
Green-G-Cp-02,corpub,G,Young,2019,1,6,26,19.2,9.3,3.8,NA,NA,A,N,N,1,NA,35.34,1,1,0,1,1,4,Res
Green-G-Cp-03,corpub,G,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,0,1,3,Res
Green-G-Cp-04,corpub,G,Young,2019,1,6,26,23.7,11.1,4.3,NA,NA,A,N,N,1,NA,47.73,1,0,1,1,0,3,Res
Green-G-Cp-05,corpub,G,Young,2019,1,6,26,6.8,5.1,1.2,NA,NA,A,N,N,1,NA,6.12,1,1,1,1,1,5,Res
Green-G-Gv-01,geuvir,G,Young,2019,1,6,26,1,8.8,5.4,NA,NA,A,N,N,1,NA,47.52,1,1,0,1,1,4,Res
Green-G-Gv-02,geuvir,G,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,0,1,3,Res
Green-G-Gv-03,geuvir,G,Young,2019,1,6,26,1,12.6,5.9,NA,NA,A,N,N,1,NA,74.34,1,1,1,1,1,5,Res
Green-G-Gv-04,geuvir,G,Young,2019,1,6,26,1,12.6,5.7,NA,NA,A,N,N,1,NA,71.82,1,0,1,1,1,4,Res
Green-G-Gv-05,geuvir,G,Young,2019,1,6,26,1,12.9,6.6,NA,NA,A,N,N,1,NA,85.14,1,1,1,1,0,4,Res
Green-G-Sa-01,solarg,G,Young,2019,1,6,26,16,8.8,3.1,NA,NA,A,N,N,1,NA,27.28,1,1,1,1,1,5,Res
Green-G-Sa-02,solarg,G,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,0,0,1,Res
Green-G-Sa-03,solarg,G,Young,2019,1,6,26,19.3,9.1,3.3,NA,NA,E,N,N,0,NA,30.03,1,1,1,1,1,5,Res
Green-G-Sa-04,solarg,G,Young,2019,1,6,26,2.2,14.9,4.6,NA,NA,E,N,N,0,NA,68.54,1,1,0,1,1,4,Res
Green-G-Sa-05,solarg,G,Young,2019,1,6,26,1.1,11.5,3.4,NA,NA,A,N,N,1,NA,39.1,1,1,1,1,1,5,Res
Green-G-Sc-01,solcae,G,Young,2019,1,6,26,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,1,1,1,1,4,Res
Green-G-Sc-02,solcae,G,Young,2019,1,6,26,13.3,0.6,2.2,NA,NA,A,N,N,1,NA,1.32,1,1,1,1,1,5,Res
Green-G-Sc-03,solcae,G,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-G-Sc-04,solcae,G,Young,2019,1,6,26,14.1,7.9,2.2,NA,NA,A,N,N,1,NA,17.38,1,0,1,0,0,2,Res
Green-G-Sc-05,solcae,G,Young,2019,1,6,26,5.9,5.4,1.2,NA,NA,A,N,N,1,NA,6.48,1,1,0,1,1,4,Res
Green-H-Cp-01,corpub,H,Young,2019,1,6,26,12.2,6.1,2.4,NA,NA,A,N,N,1,NA,14.64,1,1,0,0,1,3,Res
Green-H-Cp-02,corpub,H,Young,2019,1,6,26,23.7,9.6,4.2,NA,NA,A,N,N,1,NA,40.32,1,0,1,1,1,4,Res
Green-H-Cp-03,corpub,H,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-H-Cp-04,corpub,H,Young,2019,1,6,26,20.9,11.2,4.7,NA,NA,A,N,N,1,NA,52.64,1,1,1,1,0,4,Res
Green-H-Cp-05,corpub,H,Young,2019,1,6,26,13.6,7.9,3.3,NA,NA,A,N,N,1,NA,26.07,1,1,1,1,1,5,Res
Green-H-Gv-01,geuvir,H,Young,2019,1,6,26,1,10.9,6.2,NA,NA,A,N,N,1,NA,67.58,1,1,0,1,1,4,Res
Green-H-Gv-02,geuvir,H,Young,2019,1,6,26,1,11.3,6.3,NA,NA,A,N,N,1,NA,71.19,1,1,1,0,1,4,Res
Green-H-Gv-03,geuvir,H,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,1,4,Res
Green-H-Gv-04,geuvir,H,Young,2019,1,6,26,1,11,6.2,NA,NA,A,N,N,1,NA,68.2,1,1,1,1,1,5,Res
Green-H-Gv-05,geuvir,H,Young,2019,1,6,26,1,13.5,7.7,NA,NA,A,N,N,1,NA,103.95,1,1,1,1,0,4,Res
Green-H-Sa-01,solarg,H,Young,2019,1,6,26,24,9.6,3.4,LIGHT,NA,A,N,N,1,"insectdmg, lower leaves",32.64,1,1,1,0,1,4,Res
Green-H-Sa-02,solarg,H,Young,2019,1,6,26,21,13.2,4.8,NA,NA,A,N,N,1,NA,63.36,1,1,1,1,1,5,Res
Green-H-Sa-03,solarg,H,Young,2019,1,6,26,25.2,10.1,3.3,NA,NA,E,N,N,0,NA,33.33,1,1,1,1,1,5,Res
Green-H-Sa-04,solarg,H,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,0,1,0,1,Res
Green-H-Sa-05,solarg,H,Young,2019,1,6,26,1,8.1,3.4,NA,NA,E,N,N,0,spotting on leaves,27.54,1,1,1,1,1,5,Res
Green-H-Sc-01,solcae,H,Young,2019,1,6,26,18.5,9.3,3.5,NA,NA,A,N,N,1,NA,32.55,1,1,1,1,1,5,Res
Green-H-Sc-02,solcae,H,Young,2019,1,6,26,21.4,7.8,3,NA,NA,E,N,N,0,NA,23.4,1,1,0,1,1,4,Res
Green-H-Sc-03,solcae,H,Young,2019,1,6,26,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,0,3,Res
Green-H-Sc-04,solcae,H,Young,2019,1,6,26,8.4,6.8,2.5,NA,NA,A,N,N,1,NA,17,1,0,1,1,1,4,Res
Green-H-Sc-05,solcae,H,Young,2019,1,6,26,8.2,5.6,2.3,NA,NA,A,N,N,1,NA,12.88,1,1,1,0,1,4,Res
Pink-A-Cp-01,corpub,A,Middle,2019,1,6,27,7.8,5.2,1.4,NA,NA,A,N,N,1,NA,7.28,1,1,1,0,1,4,Res
Pink-A-Cp-02,corpub,A,Middle,2019,1,6,27,6.5,4.8,1.5,NA,NA,A,N,N,1,NA,7.2,1,1,1,1,1,5,Res
Pink-A-Cp-03,corpub,A,Middle,2019,1,6,27,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,1,1,1,0,3,Res
Pink-A-Cp-04,corpub,A,Middle,2019,1,6,27,8.1,5.9,2.5,NA,NA,A,N,N,1,NA,14.75,1,1,1,1,1,5,Res
Pink-A-Cp-05,corpub,A,Middle,2019,1,6,27,12.4,5.9,2,NA,NA,A,N,N,1,NA,11.8,1,0,0,1,1,3,Res
Pink-A-Gv-01,geuvir,A,Middle,2019,1,6,27,1,10.1,5.4,NA,NA,A,N,N,1,"Wilted, 2 brwning/shrivled leaves",54.54,1,1,1,0,0,3,Res
Pink-A-Gv-02,geuvir,A,Middle,2019,1,6,27,1,10.1,5.7,NA,NA,A,N,N,1,NA,57.57,1,1,1,1,1,5,Res
Pink-A-Gv-03,geuvir,A,Middle,2019,1,6,27,1,10.4,5.4,NA,NA,A,N,N,1,NA,56.16,1,1,0,1,1,4,Res
Pink-A-Gv-04,geuvir,A,Middle,2019,1,6,27,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Pink-A-Gv-05,geuvir,A,Middle,2019,1,6,27,1,11.2,6,NA,NA,A,N,N,1,NA,67.2,1,1,1,1,1,5,Res
Pink-A-Sa-01,solarg,A,Middle,2019,1,6,27,21.6,7.9,3.1,NA,NA,A,N,N,1,NA,24.49,1,1,1,1,1,5,Res
Pink-A-Sa-02,solarg,A,Middle,2019,1,6,27,16.5,11.9,3.7,NA,NA,A,N,N,1,NA,44.03,1,1,1,1,1,5,Res
Pink-A-Sa-03,solarg,A,Middle,2019,1,6,27,1,9.2,3,NA,NA,A,N,N,1,NA,27.6,1,1,1,0,1,4,Res
Pink-A-Sa-04,solarg,A,Middle,2019,1,6,27,1,12.6,4.5,NA,NA,A,N,N,1,NA,56.7,1,1,0,1,0,3,Res
Pink-A-Sa-05,solarg,A,Middle,2019,1,6,27,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Pink-A-Sc-01,solcae,A,Middle,2019,1,6,27,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,0,1,1,2,Res
Pink-A-Sc-02,solcae,A,Middle,2019,1,6,27,3.8,4.8,1.9,NA,NA,A,N,N,1,NA,9.12,1,1,1,0,0,3,Res
Pink-A-Sc-03,solcae,A,Middle,2019,1,6,27,5.1,6,1.9,NA,NA,A,N,N,1,NA,11.4,1,1,1,1,1,5,Res
Pink-A-Sc-04,solcae,A,Middle,2019,1,6,27,2.2,5.2,1.7,NA,NA,A,N,N,1,Wilting,8.84,1,1,1,1,1,5,Res
Pink-A-Sc-05,solcae,A,Middle,2019,1,6,27,5.9,7,2.2,NA,NA,A,N,N,1,NA,15.4,1,1,1,1,1,5,Res
