id,species,block,inoculant,year,week,month,day,height,length,width,insect.damage,measured.leaf.damaged,mortality,flowering,rosette,number.individuals.in.pot,notes,leafarea,w1,w2,w3,w4,w5,numObs,inoc2
Pink-A-Sa-02,solarg,A,Middle,2019,2,7,3,1,11.9,3.8,NA,NA,A,N,N,2,"2 Seedlings, noticibly thinker leaves",45.22,1,1,1,1,1,5,Res
Pink-A-Sa-03,solarg,A,Middle,2019,2,7,3,20.3,9.3,3.1,NA,NA,A,N,N,2,2 Seedlings,28.83,1,1,1,0,1,4,Res
Pink-A-Sa-04,solarg,A,Middle,2019,2,7,3,1,12.8,4.7,NA,NA,A,N,N,3,"3 Seedlings, lighter in color than other 4",60.16,1,1,0,1,0,3,Res
Pink-A-Sa-05,solarg,A,Middle,2019,2,7,3,NA,NA,NA,NA,NA,A,N,N,3,"3 Seedlings, brown spotting, slight insect damage",NA,0,0,1,1,1,3,Res
Pink-A-Sc-01,solcae,A,Middle,2019,2,7,3,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,0,1,1,2,Res
Pink-A-Sc-02,solcae,A,Middle,2019,2,7,3,10,6.1,2.3,NA,NA,A,N,N,1,NA,14.03,1,1,1,0,0,3,Res
Pink-A-Sc-03,solcae,A,Middle,2019,2,7,3,11.6,6.5,2,NA,NA,A,N,N,1,NA,13,1,1,1,1,1,5,Res
Pink-A-Sc-04,solcae,A,Middle,2019,2,7,3,5.8,5.9,2.4,NA,NA,A,N,N,1,NA,14.16,1,1,1,1,1,5,Res
Pink-A-Sc-05,solcae,A,Middle,2019,2,7,3,10.9,7.3,2.4,NA,NA,A,N,N,1,NA,17.52,1,1,1,1,1,5,Res
Pink-B-Cp-01,corpub,B,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,1,1,4,Res
Pink-B-Cp-02,corpub,B,Middle,2019,2,7,4,11.2,7.1,2.6,NA,NA,A,N,N,1,"3 Terminal ends, Insect damage",18.46,1,1,1,1,0,4,Res
Pink-B-Cp-03,corpub,B,Middle,2019,2,7,4,17.4,8.1,3.5,NA,NA,A,N,N,1,NA,28.35,0,1,0,0,1,2,Res
Pink-B-Cp-04,corpub,B,Middle,2019,2,7,4,5.3,3.2,1.6,NA,NA,A,N,N,1,Yellowing bottom leaves,5.12,1,1,1,1,1,5,Res
Pink-B-Cp-05,corpub,B,Middle,2019,2,7,4,15.5,8.1,2.8,NA,NA,A,Y,N,1,Beginning to flower,22.68,1,1,1,1,1,5,Res
Pink-B-Gv-01,geuvir,B,Middle,2019,2,7,4,1,4.2,2.7,INTERMEDIATE,NA,A,N,N,1,"Purpling edges, only 3 leves",11.34,1,1,1,1,1,5,Res
Pink-B-Gv-02,geuvir,B,Middle,2019,2,7,4,1,7.3,11.7,NA,NA,A,N,N,1,NA,85.41,1,1,1,1,1,5,Res
Pink-B-Gv-03,geuvir,B,Middle,2019,2,7,4,1,9.6,6.3,NA,NA,A,N,N,1,"Purpling, brown dying leaf",60.48,1,1,1,0,1,4,Res
Pink-B-Gv-04,geuvir,B,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,0,1,1,3,Res
Pink-B-Gv-05,geuvir,B,Middle,2019,2,7,4,1,10.8,5.7,NA,NA,A,N,N,1,Large brown splotches,61.56,0,1,1,1,0,3,Res
Pink-B-Sa-01,solarg,B,Middle,2019,2,7,4,1,13.4,4.8,NA,NA,A,N,N,2,2 Seedlings,64.32,1,1,1,1,1,5,Res
Pink-B-Sa-02,solarg,B,Middle,2019,2,7,4,16.5,12.4,4.4,NA,NA,A,N,N,2,2 Seedlings,54.56,1,1,1,1,0,4,Res
Pink-B-Sa-03,solarg,B,Middle,2019,2,7,4,19.8,11.2,3.8,NA,NA,A,N,N,2,2 Seedlings,42.56,1,1,0,1,1,4,Res
Pink-B-Sa-04,solarg,B,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,2,2 Seedlings,NA,1,0,1,1,1,4,Res
Pink-B-Sa-05,solarg,B,Middle,2019,2,7,4,22.7,7.6,2.9,NA,NA,A,N,N,2,2 Seedlings,22.04,0,1,1,0,1,3,Res
Pink-B-Sc-01,solcae,B,Middle,2019,2,7,4,24.6,7.3,2.3,NA,NA,A,N,N,1,NA,16.79,1,1,1,1,1,5,Res
Pink-B-Sc-02,solcae,B,Middle,2019,2,7,4,11.7,6.7,2.1,NA,NA,A,N,N,1,NA,14.07,1,1,1,1,1,5,Res
Pink-B-Sc-03,solcae,B,Middle,2019,2,7,4,13.9,5.7,2.5,NA,NA,A,N,N,1,NA,14.25,1,1,1,1,1,5,Res
Pink-B-Sc-04,solcae,B,Middle,2019,2,7,4,27.9,9.5,2.7,NA,NA,A,N,N,1,NA,25.65,1,1,1,1,1,5,Res
Pink-B-Sc-05,solcae,B,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,"Very small, 2 leaves, leaves are misshappen",NA,0,0,0,0,0,0,Res
Pink-C-Cp-01,corpub,C,Middle,2019,2,7,4,17.8,8.4,3.1,1,NA,A,N,N,1,NA,26.04,1,1,0,0,1,3,Res
Pink-C-Cp-02,corpub,C,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,1,1,4,Res
Pink-C-Cp-03,corpub,C,Middle,2019,2,7,4,10.8,7,2.7,NA,NA,A,N,N,1,NA,18.9,0,1,1,1,0,3,Res
Pink-C-Cp-04,corpub,C,Middle,2019,2,7,4,13.1,7.1,2.9,NA,NA,A,N,N,1,2 terminal ends,20.59,1,1,1,1,1,5,Res
Pink-C-Cp-05,corpub,C,Middle,2019,2,7,4,23.1,8.2,3.6,NA,NA,A,N,N,1,NA,29.52,1,1,1,1,1,5,Res
Pink-C-Gv-01,geuvir,C,Middle,2019,2,7,4,1,3.9,2.5,NA,NA,A,N,N,1,"Purpling edges, small in size",9.75,1,1,1,1,1,5,Res
Pink-C-Gv-02,geuvir,C,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,Purpling,NA,1,0,1,1,0,3,Res
Pink-C-Gv-03,geuvir,C,Middle,2019,2,7,4,1,11.4,6.7,NA,NA,A,N,N,1,"Lighter in color, large in size, brown spotting, one dying leaf",76.38,0,1,1,0,1,3,Res
Pink-C-Gv-04,geuvir,C,Middle,2019,2,7,4,1,9.8,7,NA,NA,A,N,N,1,Purpling,68.6,1,1,0,1,1,4,Res
Pink-C-Gv-05,geuvir,C,Middle,2019,2,7,4,1,10.1,6.1,SLIGHT,NA,A,N,N,1,Brown splotching on leaves,61.61,1,1,1,1,1,5,Res
Pink-C-Sa-01,solarg,C,Middle,2019,2,7,4,20,7.8,2.9,NA,NA,A,N,N,3,3 Seedlings,22.62,1,1,1,1,1,5,Res
Pink-C-Sa-02,solarg,C,Middle,2019,2,7,4,22.6,5.4,2.9,NA,NA,A,N,N,4,"4 Seedlings, Insect damage",15.66,1,1,1,1,1,5,Res
Pink-C-Sa-03,solarg,C,Middle,2019,2,7,4,2.3,2.3,2.6,NA,NA,A,N,N,2,2 Seedlings,5.98,0,1,1,1,1,4,Res
Pink-C-Sa-04,solarg,C,Middle,2019,2,7,4,6.7,5.9,1.1,NA,NA,A,N,N,1,NA,6.49,1,1,0,0,0,2,Res
Pink-C-Sa-05,solarg,C,Middle,2019,2,7,4,NA,NA,2.5,NA,NA,A,N,N,2,2 Seedlings,NA,0,0,1,1,1,3,Res
Pink-C-Sc-01,solcae,C,Middle,2019,2,7,4,14.2,7.4,2.8,NA,NA,A,N,N,1,NA,20.72,1,1,1,1,1,5,Res
Pink-C-Sc-02,solcae,C,Middle,2019,2,7,4,8.1,5.2,2,NA,NA,A,N,N,1,NA,10.4,1,1,1,1,1,5,Res
Pink-C-Sc-03,solcae,C,Middle,2019,2,7,4,1.6,4.8,2.2,NA,NA,A,N,N,1,NA,10.56,1,1,1,1,1,5,Res
Pink-C-Sc-04,solcae,C,Middle,2019,2,7,4,5.8,4.4,2.6,NA,NA,A,N,N,1,NA,11.44,1,1,1,1,1,5,Res
Pink-C-Sc-05,solcae,C,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Pink-D-Cp-01,corpub,D,Middle,2019,2,7,4,13.6,8.7,3,NA,NA,A,N,N,1,NA,26.1,1,1,1,1,1,5,Res
Pink-D-Cp-02,corpub,D,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,0,0,1,2,Res
Pink-D-Cp-03,corpub,D,Middle,2019,2,7,4,22.2,9.1,3.3,NA,NA,A,Y,N,1,Beginning to flower,30.03,1,1,1,1,1,5,Res
Pink-D-Cp-04,corpub,D,Middle,2019,2,7,4,11.7,6.7,2.8,NA,NA,A,N,N,1,NA,18.76,1,1,1,1,0,4,Res
Pink-D-Cp-05,corpub,D,Middle,2019,2,7,4,30,9.1,2.8,NA,NA,A,Y,N,1,Beginning to fllower,25.48,0,1,1,1,1,4,Res
Pink-D-Gv-01,geuvir,D,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,"Darker in color compared to other 4, purpling edges",NA,0,0,1,1,1,3,Res
Pink-D-Gv-02,geuvir,D,Middle,2019,2,7,4,1,10.1,6.5,NA,NA,A,N,N,1,Purpling,65.65,1,1,0,1,1,4,Res
Pink-D-Gv-03,geuvir,D,Middle,2019,2,7,4,1,11.2,6.3,NA,NA,A,N,N,1,"Lighter in color, more yellow looking",70.56,1,1,1,1,1,5,Res
Pink-D-Gv-04,geuvir,D,Middle,2019,2,7,4,1,11,6.2,NA,NA,A,N,N,1,"Lighter in color, more yellow looking, Purpling edges",68.2,1,1,1,0,1,4,Res
Pink-D-Gv-05,geuvir,D,Middle,2019,2,7,4,1,8.2,4.9,NA,NA,A,N,N,1,"Lighter in color, more yellow looking",40.18,1,1,1,1,0,4,Res
Pink-D-Sa-01,solarg,D,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Pink-D-Sa-02,solarg,D,Middle,2019,2,7,4,14.9,11.6,3.7,NA,NA,A,N,N,1,NA,42.92,1,1,1,1,0,4,Res
Pink-D-Sa-03,solarg,D,Middle,2019,2,7,4,1,11.1,3.6,NA,NA,A,N,N,1,NA,39.96,1,1,1,0,1,4,Res
Pink-D-Sa-04,solarg,D,Middle,2019,2,7,4,1,12.3,4,NA,NA,A,N,N,1,NA,49.2,1,1,0,1,1,4,Res
Pink-D-Sa-05,solarg,D,Middle,2019,2,7,4,21.9,11.9,3.9,NA,NA,A,N,N,1,Slight inset damage,46.41,1,1,1,1,1,5,Res
Pink-D-Sc-01,solcae,D,Middle,2019,2,7,4,NA,NA,NA,NA,NA,D,N,N,1,NA,NA,0,0,0,0,0,0,Res
Pink-D-Sc-02,solcae,D,Middle,2019,2,7,4,NA,NA,NA,NA,NA,D,N,N,1,NA,NA,0,0,0,0,0,0,Res
Pink-D-Sc-03,solcae,D,Middle,2019,2,7,4,21.9,7.7,3,NA,NA,A,N,N,1,NA,23.1,1,1,1,1,1,5,Res
Pink-D-Sc-04,solcae,D,Middle,2019,2,7,4,14.1,8.3,3,NA,NA,A,N,N,1,NA,24.9,1,1,1,1,1,5,Res
Pink-D-Sc-05,solcae,D,Middle,2019,2,7,4,4.1,6.4,2.3,NA,NA,A,N,N,1,NA,14.72,1,1,1,1,1,5,Res
Pink-E-Cp-01,corpub,E,Middle,2019,2,7,4,17.2,7.2,3.3,NA,NA,A,N,N,1,"Leaves yellowing, Insect damage",23.76,1,1,1,1,1,5,Res
Pink-E-Cp-02,corpub,E,Middle,2019,2,7,4,7.6,3.9,1.7,NA,NA,A,N,N,1,NA,6.63,1,1,1,1,1,5,Res
Pink-E-Cp-03,corpub,E,Middle,2019,2,7,4,23.6,8.7,3.8,NA,NA,A,N,N,1,"Insect damage, yellowing in colors, Beginning to flower",33.06,1,1,1,1,1,5,Res
Pink-E-Cp-04,corpub,E,Middle,2019,2,7,4,15,6.3,2.8,NA,NA,A,N,N,1,NA,17.64,1,1,1,1,1,5,Res
Pink-E-Cp-05,corpub,E,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Pink-E-Gv-01,geuvir,E,Middle,2019,2,7,4,1,9.7,6.3,NA,NA,A,N,N,1,"Darker in color compared to other 4, purpling edges",61.11,1,1,1,1,0,4,Res
Pink-E-Gv-02,geuvir,E,Middle,2019,2,7,4,1,8.9,5.3,INTERMEDIATE,NA,A,N,N,1,"Lighter in color, more yellow in color, purpling",47.17,0,1,1,1,1,4,Res
Pink-E-Gv-03,geuvir,E,Middle,2019,2,7,4,1,10.2,6,NA,NA,A,N,N,1,"Lighter in color, more yellow in color, purpling",61.2,1,1,1,1,1,5,Res
Pink-E-Gv-04,geuvir,E,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,"Lighter in color, more yellow in color, purpling",NA,1,0,1,0,1,3,Res
Pink-E-Gv-05,geuvir,E,Middle,2019,2,7,4,1,9,5.4,NA,NA,A,N,N,1,"Lighter in color, more yellow in color, purpling",48.6,1,1,0,1,1,4,Res
Pink-E-Sa-01,solarg,E,Middle,2019,2,7,4,29,9.4,3.3,NA,NA,A,N,N,2,2 Seedlings,31.02,1,1,1,0,1,4,Res
Pink-E-Sa-02,solarg,E,Middle,2019,2,7,4,1,10.3,3.8,NA,NA,A,N,N,2,"2 Seedlings, yellowing in color, Insect damage",39.14,0,1,1,1,1,4,Res
Pink-E-Sa-03,solarg,E,Middle,2019,2,7,4,26.8,9.2,3.4,INTERMEDIATE,NA,A,N,N,2,"2 Seedlings, Slight insect damage",31.28,1,1,0,1,0,3,Res
Pink-E-Sa-04,solarg,E,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,2,2 Seedlings,NA,1,0,1,1,1,4,Res
Pink-E-Sa-05,solarg,E,Middle,2019,2,7,4,1,11.1,3.9,NA,NA,A,N,N,1,2 Seedlings,43.29,1,1,1,1,1,5,Res
Pink-E-Sc-01,solcae,E,Middle,2019,2,7,4,13.3,7.9,3.3,NA,NA,A,N,N,1,NA,26.07,1,1,1,1,0,4,Res
Pink-E-Sc-02,solcae,E,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,To small to measure,NA,0,0,0,1,1,2,Res
Pink-E-Sc-03,solcae,E,Middle,2019,2,7,4,7.8,6.4,2.1,NA,NA,A,N,N,1,NA,13.44,1,1,1,1,1,5,Res
Pink-E-Sc-04,solcae,E,Middle,2019,2,7,4,4.8,6.2,2,NA,NA,A,N,N,1,"Insect damage, wilted",12.4,0,1,1,0,1,3,Res
Pink-E-Sc-05,solcae,E,Middle,2019,2,7,4,3.1,6.9,2.2,NA,NA,A,N,N,1,NA,15.18,1,1,1,1,1,5,Res
Pink-F-Cp-01,corpub,F,Middle,2019,2,7,4,14.3,7.8,3.3,NA,NA,A,N,N,1,NA,25.74,1,1,1,1,1,5,Res
Pink-F-Cp-02,corpub,F,Middle,2019,2,7,4,8.8,5.4,2.3,NA,NA,A,N,N,1,NA,12.42,1,1,1,1,1,5,Res
Pink-F-Cp-03,corpub,F,Middle,2019,2,7,4,13.2,5.1,2.4,NA,NA,A,N,N,1,Slight insect damage,12.24,1,1,1,1,1,5,Res
Pink-F-Cp-04,corpub,F,Middle,2019,2,7,4,5.1,3.9,1.7,NA,NA,A,N,N,1,NA,6.63,1,1,1,1,1,5,Res
Pink-F-Cp-05,corpub,F,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Pink-F-Gv-01,geuvir,F,Middle,2019,2,7,4,1,10.9,6.2,NA,NA,A,N,N,1,Purpling,67.58,1,1,1,1,1,5,Res
Pink-F-Gv-02,geuvir,F,Middle,2019,2,7,4,1,11.1,5.9,SLIGHT,NA,A,N,N,1,Purpling,65.49,1,1,0,1,1,4,Res
Pink-F-Gv-03,geuvir,F,Middle,2019,2,7,4,1,10.4,7,NA,NA,A,N,N,1,"Purpling, lighter green, more yellow in color",72.8,0,1,1,1,1,4,Res
Pink-F-Gv-04,geuvir,F,Middle,2019,2,7,4,1,10.3,5.8,NA,NA,A,N,N,1,Purpling,59.74,1,1,1,1,0,4,Res
Pink-F-Gv-05,geuvir,F,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,Purpling,NA,1,0,1,0,1,3,Res
Pink-F-Sa-01,solarg,F,Middle,2019,2,7,4,27.5,8.3,2.9,NA,NA,A,N,N,1,NA,24.07,1,1,1,1,1,5,Res
Pink-F-Sa-02,solarg,F,Middle,2019,2,7,4,17,10.6,2.8,NA,NA,A,N,N,4,"4 Seedlings, yellowing in a ""giraffe"" pattern",29.68,0,1,1,1,1,4,Res
Pink-F-Sa-03,solarg,F,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,2,2 Seedlings,NA,1,0,1,1,1,4,Res
Pink-F-Sa-04,solarg,F,Middle,2019,2,7,4,26.1,11,3.4,NA,NA,A,N,N,2,2 Seedlings,37.4,1,1,1,0,1,4,Res
Pink-F-Sa-05,solarg,F,Middle,2019,2,7,4,23.4,7.6,2.9,NA,NA,A,N,N,3,3 Seedlings,22.04,1,1,0,1,0,3,Res
Pink-F-Sc-01,solcae,F,Middle,2019,2,7,4,9,5.9,2,NA,NA,A,N,N,1,NA,11.8,1,1,1,0,1,4,Res
Pink-F-Sc-02,solcae,F,Middle,2019,2,7,4,22.1,8.6,2.9,NA,NA,A,N,N,1,NA,24.94,1,1,1,0,1,4,Res
Pink-F-Sc-03,solcae,F,Middle,2019,2,7,4,3.8,4.2,1.7,NA,NA,A,N,N,2,2 Seedlings,7.14,1,1,1,0,1,4,Res
Pink-F-Sc-04,solcae,F,Middle,2019,2,7,4,NA,NA,NA,NA,NA,D,N,N,0,NA,NA,1,0,0,0,0,1,Res
Pink-F-Sc-05,solcae,F,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Pink-G-Cp-01,corpub,G,Middle,2019,2,7,4,20,7.2,3,NA,NA,A,Y,N,1,"Beginning to flower, Bottom leaves turning red",21.6,1,1,1,1,0,4,Res
Pink-G-Cp-02,corpub,G,Middle,2019,2,7,4,11.7,8.36,3.5,NA,NA,A,N,N,1,Slight inset damage,29.26,1,1,1,1,1,5,Res
Pink-G-Cp-03,corpub,G,Middle,2019,2,7,4,6.3,3.9,1.6,NA,NA,A,N,N,1,NA,6.24,1,1,0,1,1,4,Res
Pink-G-Cp-04,corpub,G,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Pink-G-Cp-05,corpub,G,Middle,2019,2,7,4,3.1,3.1,1.7,NA,NA,A,N,N,1,NA,5.27,1,1,1,0,1,4,Res
Pink-G-Gv-01,geuvir,G,Middle,2019,2,7,4,1,10.1,5.8,SLIGHT,NA,A,N,N,1,NA,58.58,1,1,1,1,1,5,Res
Pink-G-Gv-02,geuvir,G,Middle,2019,2,7,4,1,9.2,5.5,NA,NA,A,N,N,1,NA,50.6,1,1,1,1,0,4,Res
Pink-G-Gv-03,geuvir,G,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,1,1,4,Res
Pink-G-Gv-04,geuvir,G,Middle,2019,2,7,4,1,9.8,10.9,NA,NA,A,N,N,1,NA,106.82,1,1,1,0,1,4,Res
Pink-G-Gv-05,geuvir,G,Middle,2019,2,7,4,1,7.7,4.2,NA,NA,A,N,N,1,NA,32.34,0,1,0,1,1,3,Res
Pink-G-Sa-01,solarg,G,Middle,2019,2,7,4,18.3,12.1,3.7,NA,NA,A,N,N,3,3 Seedlings,44.77,1,1,1,0,1,4,Res
Pink-G-Sa-02,solarg,G,Middle,2019,2,7,4,1,16,3.1,NA,NA,A,N,N,2,2 Seedlings,49.6,1,1,1,1,1,5,Res
Pink-G-Sa-03,solarg,G,Middle,2019,2,7,4,1,12.3,4,NA,NA,A,N,N,2,2 Seedlings,49.2,0,1,1,1,1,4,Res
Pink-G-Sa-04,solarg,G,Middle,2019,2,7,4,NA,NA,3.2,NA,NA,A,N,N,2,2 Seedlings,NA,1,0,1,1,0,3,Res
Pink-G-Sa-05,solarg,G,Middle,2019,2,7,4,1,5.3,2.1,NA,NA,A,N,N,2,2 Seedlings,11.13,1,1,0,1,1,4,Res
Pink-G-Sc-01,solcae,G,Middle,2019,2,7,4,15.6,7.6,3.1,NA,NA,A,N,N,1,NA,23.56,1,1,1,1,1,5,Res
Pink-G-Sc-02,solcae,G,Middle,2019,2,7,4,23.5,8.2,2.9,NA,NA,A,N,N,1,NA,23.78,1,1,1,1,1,5,Res
Pink-G-Sc-03,solcae,G,Middle,2019,2,7,4,25.8,9.8,3.2,NA,NA,A,N,N,1,NA,31.36,1,1,1,1,1,5,Res
Pink-G-Sc-04,solcae,G,Middle,2019,2,7,4,1,3,1.3,NA,NA,A,N,N,1,NA,3.9,1,1,1,1,1,5,Res
Pink-G-Sc-05,solcae,G,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Pink-H-Cp-01,corpub,H,Middle,2019,2,7,4,12.9,9.5,3.8,NA,NA,A,N,N,1,NA,36.1,1,1,1,1,1,5,Res
Pink-H-Cp-02,corpub,H,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,0,0,1,1,1,3,Res
Pink-H-Cp-03,corpub,H,Middle,2019,2,7,4,20.2,7.3,2.4,NA,NA,A,N,N,1,NA,17.52,1,1,1,1,1,5,Res
Pink-H-Cp-04,corpub,H,Middle,2019,2,7,4,8.1,4.2,1.8,NA,NA,A,N,N,1,NA,7.56,1,1,0,1,0,3,Res
Pink-H-Cp-05,corpub,H,Middle,2019,2,7,4,9.7,4.1,1.9,NA,NA,A,Y,N,1,Beginning to flower,7.79,1,1,1,0,1,4,Res
Pink-H-Gv-01,geuvir,H,Middle,2019,2,7,4,1,9.2,5.5,NA,NA,A,N,N,1,NA,50.6,1,1,1,0,0,3,Res
Pink-H-Gv-02,geuvir,H,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,Y,N,1,Beginning to flower,NA,1,0,1,1,1,4,Res
Pink-H-Gv-03,geuvir,H,Middle,2019,2,7,4,1,9.3,5.2,NA,NA,A,N,N,1,"Color is more yellow, bottom leaves have purple viens",48.36,0,1,1,1,1,4,Res
Pink-H-Gv-04,geuvir,H,Middle,2019,2,7,4,1,9.5,5.6,NA,NA,A,N,N,1,NA,53.2,1,1,1,1,1,5,Res
Pink-H-Gv-05,geuvir,H,Middle,2019,2,7,4,1,8.4,5.2,NA,NA,A,N,N,1,NA,43.68,1,1,0,1,1,4,Res
Pink-H-Sa-01,solarg,H,Middle,2019,2,7,4,1,13.1,4.3,NA,NA,A,N,N,2,2 Seedlings,56.33,1,1,1,1,1,5,Res
Pink-H-Sa-02,solarg,H,Middle,2019,2,7,4,27.4,7.1,2.6,NA,NA,A,N,N,2,2 Seedlings,18.46,1,1,1,0,1,4,Res
Pink-H-Sa-03,solarg,H,Middle,2019,2,7,4,1,11.4,3,NA,NA,A,N,N,4,4 Seedlings,34.2,0,1,1,1,1,4,Res
Pink-H-Sa-04,solarg,H,Middle,2019,2,7,4,20.5,5.6,1.9,NA,NA,A,N,N,2,2 Seedlings,10.64,1,1,1,1,0,4,Res
Pink-H-Sa-05,solarg,H,Middle,2019,2,7,4,NA,NA,NA,NA,NA,A,N,N,2,2 Seedlings,NA,1,0,0,1,1,3,Res
Pink-H-Sc-01,solcae,H,Middle,2019,2,7,4,28.1,6.8,2.9,NA,NA,A,N,N,1,NA,19.72,1,1,1,1,1,5,Res
Pink-H-Sc-02,solcae,H,Middle,2019,2,7,4,2.4,2.8,0.9,NA,NA,A,N,N,1,NA,2.52,1,1,1,1,1,5,Res
Pink-H-Sc-03,solcae,H,Middle,2019,2,7,4,18,8.3,3,NA,NA,A,N,N,1,NA,24.9,1,1,1,1,1,5,Res
Pink-H-Sc-04,solcae,H,Middle,2019,2,7,4,18,8.6,3.1,NA,NA,A,N,N,2,2 Seedlings,26.66,1,1,1,1,1,5,Res
Pink-H-Sc-05,solcae,H,Middle,2019,2,7,4,NA,NA,NA,NA,NA,E,N,N,0,NA,NA,0,0,0,0,0,0,Res
Yellow-A-Cp-01,corpub,A,Old,2019,2,7,5,24.7,8.8,3.4,NA,NA,A,N,N,1,"Limp/wilted, beginning to flower",29.92,1,1,1,1,1,5,Res
Yellow-A-Cp-02,corpub,A,Old,2019,2,7,5,22.3,8.6,3.7,NA,NA,A,N,N,1,Begininng to Flower,31.82,0,1,0,1,1,3,Res
Yellow-A-Cp-03,corpub,A,Old,2019,2,7,5,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,0,1,3,Res
Yellow-A-Cp-04,corpub,A,Old,2019,2,7,5,12.5,6.3,2.4,NA,NA,A,N,N,2,2 Seedlings,15.12,1,1,1,1,1,5,Res
Yellow-A-Cp-05,corpub,A,Old,2019,2,7,5,9.7,4.8,1.9,NA,NA,A,N,N,1,NA,9.12,1,1,1,1,0,4,Res
Yellow-A-Gv-01,geuvir,A,Old,2019,2,7,5,NA,NA,NA,NA,NA,A,N,N,1,Darker in color,NA,0,0,0,1,1,2,Res
Yellow-A-Gv-02,geuvir,A,Old,2019,2,7,5,1,10.1,5.1,NA,NA,A,N,N,1,NA,51.51,1,1,1,1,0,4,Res
Yellow-A-Gv-03,geuvir,A,Old,2019,2,7,5,1,8.2,4.8,NA,NA,A,N,N,1,NA,39.36,1,1,1,1,1,5,Res
Yellow-A-Gv-04,geuvir,A,Old,2019,2,7,5,1,9.3,5.7,NA,NA,A,N,N,1,NA,53.01,1,1,1,0,1,4,Res
Yellow-A-Gv-05,geuvir,A,Old,2019,2,7,5,1,11.7,5.8,NA,NA,A,N,N,1,NA,67.86,1,1,1,1,1,5,Res
Yellow-A-Sa-01,solarg,A,Old,2019,2,7,5,1,13.1,4.7,NA,NA,A,N,N,2,2 Seedlings,61.57,1,1,1,1,1,5,Res
Yellow-A-Sa-02,solarg,A,Old,2019,2,7,5,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,0,1,3,Res
Yellow-A-Sa-03,solarg,A,Old,2019,2,7,5,1,10.2,3.1,NA,NA,A,N,N,2,2 S eedlings,31.62,1,1,1,1,1,5,Res
Yellow-A-Sa-04,solarg,A,Old,2019,2,7,5,1,6.5,3,NA,NA,A,N,N,1,NA,19.5,1,1,1,1,0,4,Res
Yellow-A-Sa-05,solarg,A,Old,2019,2,7,5,1,12.8,4.8,NA,NA,A,N,N,1,NA,61.44,0,1,0,1,1,3,Res
Yellow-A-Sc-01,solcae,A,Old,2019,2,7,5,10.4,6.7,2.9,NA,NA,A,N,N,1,NA,19.43,1,1,0,1,0,3,Res
Yellow-A-Sc-02,solcae,A,Old,2019,2,7,5,12.9,6.8,2.2,NA,NA,A,N,N,1,NA,14.96,0,1,1,1,1,4,Res
Yellow-A-Sc-03,solcae,A,Old,2019,2,7,5,NA,NA,NA,NA,NA,A,N,N,1,NA,NA,1,0,1,1,1,4,Res
Yellow-A-Sc-04,solcae,A,Old,2019,2,7,5,6.9,6.3,2.2,NA,NA,A,N,N,1,NA,13.86,1,1,1,0,1,4,Res
Yellow-A-Sc-05,solcae,A,Old,2019,2,7,5,5.6,6.1,1.9,NA,NA,A,N,N,1,NA,11.59,1,1,1,1,1,5,Res
Yellow-B-Cp-01,corpub,B,Old,2019,2,7,5,17.9,5.3,2.7,NA,NA,A,N,N,1,NA,14.31,0,1,1,1,1,4,Res
